# SPECTRUM - DATA AND BEST FITTING MODEL.
# FOR PLOTTING
#
# Config file was: /home/mtannock/ModelFittingTools/ExampleFitting1/config1.txt
# Input keywords were: /home/mtannock/ModelFittingTools/ExampleFitting1/config1.txt
#     2MASS0817
#     ~/ModelFittingTools/ExampleFitting1/sampledata1/
#     2M0817_Hband_order2_correct_uncert_best3_epochs.txt
#     2M0817_Hband_order2_correct_uncert_best3_epochs.txt
#     IGRINS
#     SONORA-BOBCAT
#     ~/ModelFittingTools/ExampleFitting1/samplemodels1/
#     ~/ModelFittingTools/ExampleFitting1/SonoraBobcatModelNames.txt
#     m100
#     1.779,1.798
#     1.779,1.798
#     0
#     ~/ModelFittingTools/ExampleFitting1/
#     Sept10_2022
#     21
#     23
#     0.5
#     8
#     11
#     0.5
#     0.6
#     0.01405
#     35
#     ~/ModelFittingTools/ExampleFitting1/samplemodels1/
#     Quadratic
#     -7.0
#     1
#
# MODEL IS: sp_t1200g3160nc_m0.0
# VSINI IS: 22.000000
# RV IS: 10.500000
# DATA divided by quadratic (ax^2 + bx + c) -- a: -357.17147
# DATA divided by quadratic (ax^2 + bx + c) -- b: 1280.2255
# DATA divided by quadratic (ax^2 + bx + c) -- c: -1146.2311
# reduced chi square is:        19.652490
#
# wavelength (um),    data flux,      uncertainty,     model flux
       1.7970323      0.13079568     0.072809929      0.16509194
       1.7970434      0.28066023     0.064351531      0.18870531
       1.7970545      0.31407194     0.057621840      0.21777327
       1.7970656     0.066298730     0.050568643      0.25156203
       1.7970768      0.22848293     0.044274439      0.28885148
       1.7970879      0.29370377     0.042289044      0.32967358
       1.7970990      0.32532568     0.041890723      0.37414015
       1.7971101      0.60818242     0.039225519      0.42260675
       1.7971213      0.40549888     0.038670354      0.47599552
       1.7971324      0.47208569     0.037488414      0.53358471
       1.7971435      0.58133947     0.037213676      0.59413352
       1.7971546      0.61136284     0.036956414      0.65731372
       1.7971657      0.76983232     0.036833839      0.72142310
       1.7971768      0.84177380     0.036522423      0.78576664
       1.7971880      0.76609627     0.036127360      0.84874042
       1.7971991      0.81913924     0.035670745      0.90931525
       1.7972102       1.0279549     0.035949344      0.96761919
       1.7972213      0.94545075     0.036162717       1.0231310
       1.7972324       1.3318323     0.036450490       1.0753362
       1.7972435       1.1594330     0.036469859       1.1232114
       1.7972547       1.1744021     0.036196137       1.1672176
       1.7972658       1.2455498     0.036372293       1.2075438
       1.7972769       1.3213508     0.036643721       1.2441298
       1.7972880       1.3662624     0.036492661       1.2764605
       1.7972991       1.5544279     0.036542781       1.3042175
       1.7973102       1.3490884     0.036325506       1.3261176
       1.7973213       1.4541622     0.036635301       1.3416492
       1.7973324       1.5932984     0.037026597       1.3512002
       1.7973435       1.4770706     0.037159484       1.3546826
       1.7973546       1.3854161     0.037850118       1.3527893
       1.7973657       1.5503440     0.038913323       1.3454287
       1.7973768       1.5454262     0.038896513       1.3319276
       1.7973879       1.4830037     0.038463718       1.3113760
       1.7973990       1.5839480     0.037931263       1.2830712
       1.7974102       1.4539541     0.037706890       1.2477690
       1.7974213       1.3395615     0.037489929       1.2063313
       1.7974324       1.3776944     0.037189040       1.1592961
       1.7974435       1.3680220     0.037027108       1.1066051
       1.7974546       1.1520905     0.036902372       1.0485780
       1.7974657       1.1450188     0.037298907      0.98524997
       1.7974768       1.2633599     0.036823765      0.91773344
       1.7974878       1.2410479     0.036953427      0.84774936
       1.7974989      0.87169652     0.037268381      0.77748083
       1.7975100       1.0877882     0.040953335      0.70866598
       1.7975211      0.99256909     0.045826192      0.64303180
       1.7975322      0.75517477     0.048303368      0.58112125
       1.7975433      0.58820775     0.046177113      0.52519860
       1.7975544      0.70179148     0.040820231      0.47643989
       1.7975655      0.44163122     0.039119799      0.43524847
       1.7975766      0.48887500     0.037211111      0.40025924
       1.7975877      0.49088636     0.036704737      0.36899804
       1.7975988      0.26206255     0.036676291      0.34280961
       1.7976099      0.46396036     0.037320113      0.32423303
       1.7976210      0.54824178     0.037744807      0.31663168
       1.7976321      0.33557154     0.037399628      0.32117124
       1.7976431      0.37775219     0.038006655      0.33756730
       1.7976542      0.45751337     0.038436013      0.36564414
       1.7976653      0.51838586     0.038888709      0.40382238
       1.7976764      0.24461084     0.039441340      0.45025941
       1.7976875      0.54739455     0.038887422      0.50269002
       1.7976986      0.64595637     0.038744145      0.56045385
       1.7977097      0.70561518     0.039169805      0.62209538
       1.7977207      0.59568983     0.039384165      0.68624072
       1.7977318      0.53178611     0.040296205      0.75049716
       1.7977429      0.77166367     0.041030570      0.81292790
       1.7977540      0.93640942     0.042018466      0.87205681
       1.7977651      0.79409510     0.042067615      0.92599974
       1.7977761      0.92359830     0.042819666      0.97108046
       1.7977872       1.0353084     0.043600312       1.0068140
       1.7977983       1.0539825     0.043740747       1.0352076
       1.7978094      0.98665675     0.044587199       1.0594096
       1.7978204       1.1736682     0.045615787       1.0826537
       1.7978315       1.1478574     0.046267841       1.1091003
       1.7978426       1.0234569     0.046884933       1.1394230
       1.7978537       1.1729822     0.047247218       1.1722523
       1.7978647       1.0734325     0.048239970       1.2049227
       1.7978758       1.1738282     0.049883853       1.2351542
       1.7978869       1.2443796     0.050413704       1.2641679
       1.7978980       1.2523600     0.051441775       1.2932457
       1.7979090       1.2974335     0.053498802       1.3234588
       1.7979201       1.3986452     0.055024583       1.3537900
       1.7979312       1.5035619     0.057384533       1.3830374
       1.7979422       1.6056154     0.058645391       1.4115642
       1.7979533       1.5670979     0.060532837       1.4414980
       1.7979644       1.5509774     0.062888294       1.4749886
       1.7979755       1.4499774     0.066123404       1.5123935
       1.7979865       1.6381525     0.071063486       1.5531872
       1.7979976       1.8955272     0.075023663       1.5973871
